1blankname,1namedata,academic_advisors,agent,alias,allegiance,alma mater,alma_mater,alongside,alongside1,alt,appointer1,appointer2,associated_acts,attributes,author_abbrev_bot,author_abbrev_zoo,awards,background,baptised,beatified_by,beatified_date,beatified_place,birth_date,birth_name,birth_place,birthname,branch,burial,burial_date,burial_place,canonized_by,canonized_date,canonized_place,caption,child,children,church,citizenship,consort,constituency12,constituency13,constituency14,constituency15,cor-type,cor-type1,coregency,coronation,coronation1,current_member_of,death_cause,death_date,death_place,denomination,deputy,disappeared_date,disappeared_place,disappeared_status,discipline,discography,doctoral_advisor,doctoral_students,dynasty,education,embed,embed_title,employer,era,family,father,feast_day,field,fields,flourished,footnotes,full name,genre,genres,governor4,honorific-prefix,honorific-suffix,honorific_prefix,honorific_suffix,honours,horus,house,image,image_alt,image_size,image_upright,imagesize,influenced,influences,institute,instrument,issue,issue-link,issue-pipe,issues,known_for,label,landscape,language,last,list_of_works,main_interests,major_shrine,mi,module,module2,monarch,monarch1,monuments,moretext,mother,movement,name,nationality,native_name,native_name_lang,nickname,nocat_wdimage,nomen,notable_family,notable_ideas,notable_students,notable_works,notableworks,occupation,occupations,office,office1,office10,office11,office12,office15,office2,office3,office4,office5,office6,office7,office8,ordained,order,order1,order2,order3,order4,order8,organisation,organizations,origin,other_names,p,parents,partner,party,past_member_of,patronage,patrons,period,posthumous_name,predecessor,predecessor1,predecessor10,predecessor11,predecessor12,predecessor13,predecessor14,predecessor2,predecessor3,predecessor4,predecessor5,predecessor6,predecessor7,predecessor8,predecessor9,president,president1,president3,primeminister1,primeminister2,primeminister3,primeminister4,primeminister5,primeminister6,primeminister7,primeminister8,primeminister9,prizes,pseudonym,rank,region,regnal name,reign,reign-type1,reign1,relations,relatives,religion,residence,resting place,resting_place,resting_place_coordinates,restingplace,role,s,school_tradition,serviceyears,signature,signature_alt,signature_size,significant_advance,significant_design,significant_projects,spouse,spouses,style,subject,subjects,suboffice3,subterm3,succession,succession1,successor,successor1,successor10,successor11,successor12,successor13,successor14,successor2,successor3,successor4,successor5,successor6,successor7,successor8,successor9,t,term10,term11,term12,term13,term14,term15,term_end,term_end1,term_end11,term_end12,term_end2,term_end3,term_end4,term_end5,term_end6,term_end7,term_end8,term_end9,term_label3,term_label4,term_start,term_start1,term_start11,term_start12,term_start2,term_start3,term_start4,term_start5,term_start6,term_start7,term_start8,term_start9,thesis_title,thesis_url,thesis_year,title,titles,training,venerated_in,vicepresident,vicepresident1,w,website,work_institutions,workplaces,works,years_active,yearsactive
,,,,,,,,,,,,,,,,,,,,,,,{{Birth date|1926|5|26}},Miles Dewey Davis III,"[[Alton, Illinois]], U.S.",,,,,,,,,Davis in 1971,,,,,,,,,,,,,,,,,{{nowrap|{{Death date and age|1991|9|28|1926|5|26}}}},"[[Santa Monica, California]], U.S.",,,,,,,,,,,[[Juilliard School]] (no degree),,,,,,,,,,,,,"<!-- As per Template:Infobox musical artist#genre, ""Aim for generality (e.g. [[Hip hop music|Hip hop]] rather than [[East Coast hip hop]])"" -->",,,,,,,,,,Miles Davis brighter.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miles Davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,{{hlist|[[Milt Jackson]]|[[Miles Davis]]|[[Sonny Rollins]]|[[Oscar Pettiford]]|[[John Coltrane]]|[[Art Blakey]]}},,,,,non_vocal_instrumentalist,,,,,{{Birth date|1917|10|10}},"Thelonious Monk Jr.<ref name=""Solis 2007 19–20"">{{cite book |url=https://books.google.com/books?id=BZqWxvNKGSYC&pg=PA19 |pages=19–20 |last=Solis |first=Gabriel |title=Monk's Music: Thelonious Monk and Jazz History in the Making |year=2007 |publisher=University of California Press |isbn=978-0-520-94096-3}}</ref>","[[Rocky Mount, North Carolina]], U.S.",,,,,,,,,"Monk at [[Minton's Playhouse]], New York, 1947",,,,,,,,,,,,,,,,,{{death date and age|1982|2|17|1917|10|10}},"[[Englewood, New Jersey]], U.S.",,,,,,,[[Thelonious Monk discography]],,,,,,,,,,,,,,,,,{{hlist|[[Jazz]]|[[bebop]]}},,,,,,,,,,"Thelonious Monk, Minton's Playhouse, New York, N.Y., ca. Sept. 1947 (William P. Gottlieb 06191).jpg",,,,,,,,[[Piano]],,,,,,{{hlist|[[Blue Note Records|Blue Note]]|[[Prestige Records|Prestige]]|[[Riverside Records|Riverside]]|[[Columbia Records|Columbia]]}},,,,,,,,,,,,,,,,Thelonious Monk,,,,,,,,,,,,{{hlist|Pianist|composer}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[http://www.theloniousmonkmusic.com/ theloniousmonkmusic.com],,,,"1933–1976<ref>Kelley, Robin (2009), pp. 35, 442.</ref>",
,,,,Charlie Mingus,,,,,,,,,,,,,,,,,,,{{birth date|1922|4|22}},Charles Mingus Jr.,"[[Nogales, Arizona]], U.S.",,,,,,,,,Mingus in 1976,,,,,,,,,,,,,,,,,{{death date and age|1979|1|5|1922|4|22}},"[[Cuernavaca]], Mexico",,,,,,,,,,,,,,,,,,,,,,,,{{hlist|[[Jazz]]|[[hard bop]]|[[bebop]]|[[avant-garde jazz]]|[[post-bop]]|[[third stream]]|[[orchestral jazz]]}},,,,,,,,,,Charles Mingus 1976 cropped.jpg,,,,,,,,{{hlist|Double bass|piano|vocals}},,,,,,{{hlist|[[Atlantic Records|Atlantic]]|[[Candid Records|Candid]]|[[Columbia Records|Columbia]]|[[Debut Records|Debut]]|[[Impulse!]]|[[Mercury Records|Mercury]]|[[United Artists Records|United Artists]]}},,,,,,,,,,,,,,,,Charles Mingus,,,,,,,,,,,,{{hlist|Musician|composer|bandleader}},,,,,,,,,,,,,,,,,,,,,,,,"[[Los Angeles]], California, U.S.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{URL|https://www.charlesmingus.com/}},,,,1943–1979,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1909|10|13|mf=y}},Arthur Tatum Jr.,"[[Toledo, Ohio|Toledo]], Ohio, U.S.",,,,,,,,,Tatum in 1946–1948 by [[William P. Gottlieb]],,,,,,,,,,,,,,,,,{{death date and age|1956|11|5|1909|10|13|mf=y}},"Los Angeles, California, U.S.",,,,,,,,,,,,,,,,,,,,,,,,"[[Jazz]], [[Stride (music)|stride]]",,,,,,,,,,"File:Art Tatum, Vogue Room 1948 (Gottlieb).jpg",,,,,,,,Piano,,,,,,"[[Brunswick Records|Brunswick]], [[Decca Records|Decca]], [[Capitol Records|Capitol]], [[Clef Records|Clef]], [[Verve Records|Verve]]",,,,,,,,,,,,,,,,Art Tatum,,,,,,,,,,,,Musician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid-1920s–1956,
,,,,,,,,,,"Posed photo of a man with short hair and a short mustache, wearing a suit, seated at a grand piano with his hands on the keys",,,,,,,,,,,,,{{birth date|mf=y|1904|8|21}},William James Basie,"[[Red Bank, New Jersey]], U.S.",,,,,,,,,Basie at the piano; portrait by [[James J. Kriegsmann]],,,,,,,,,,,,,,,,,{{death date and age|mf=y|1984|4|26|1904|8|21}},"[[Hollywood, Florida]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,{{flatlist|,,,,,,,,,,Count Basie (1955 Kriegsmann portrait - square crop).jpg,,,,,,,,{{flatlist|,,,,,,,,,,,,,,,,,,,,,,Count Basie,,,,,,,,,,,,{{flatlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{URL|countbasie.net}},,,,1924–1984,
,,,,,,,,,,,,,,,,,,non_vocal_instrumentalist,,,,,{{birth date and age|1940|4|12}},Herbert Jeffrey Hancock,"[[Chicago|Chicago, Illinois]], U.S.",,,,,,,,,Hancock in 2023,,1}},,,,,,,,,,,,,,,,,,,,,,,[[Herbie Hancock discography]],,,,[[Grinnell College]]<br />[[Roosevelt University]]<br />[[Manhattan School of Music]],yes,,,,,,,,,,,,{{Hlist|[[Jazz music|Jazz]]|[[post-bop]]|[[modal jazz]]|[[jazz fusion]]|[[jazz-funk]]|[[avant-garde jazz]]|[[Electro (music)|electro]]}},,,,,,,,,,Herbie Hancock 2023.jpg,,,,,,,,{{hlist|Keyboards|keytar|vocoder|synthesizer}},,,,,,{{hlist|[[Columbia Records|Columbia]]|[[Blue Note Records|Blue Note]]|[[Warner Records|Warner Bros.]]|[[Mercury Records|Mercury]]|[[Verve Records|Verve]]}},,,,,,,,,,,,,,,,Herbie Hancock,,,,,,,,,,,,{{hlist|Musician|composer|bandleader|record producer|actor}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{marriage|Gigi Meixner|1968}}<ref name=""marriage"">{{Cite web |url=https://www.publishersweekly.com/pw/by-topic/authors/profiles/article/64364-a-literary-maiden-voyage-herbie-hancock.html |title=A Literary Maiden Voyage: Herbie Hancock|first=Eugene |last=Holley Jr.|website=[[Publishers Weekly]] |date=October 10, 2014 |access-date=June 24, 2020 |archive-date=November 16, 2020 |archive-url=https://web.archive.org/web/20201116192053/https://www.publishersweekly.com/pw/by-topic/authors/profiles/article/64364-a-literary-maiden-voyage-herbie-hancock.html |url-status=live }}</ref>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{URL|herbiehancock.com}},,,,1961–present,
,,,,,,,,,,,,,"[[Jazz at Lincoln Center Orchestra]], [[English Chamber Orchestra]]",,,,,non_vocal_instrumentalist,,,,,{{birth date and age|1961|10|18}},Wynton Learson Marsalis,"[[New Orleans]], [[Louisiana]], U.S.",,,,,,,,,Marsalis at the Oskar Schindler Performing Arts Center Seventh Annual Jazz Festival in 2009,,,,,,,,,,,,,,,,,,,,,,,,,[[Wynton Marsalis discography]],,,,,,,,,,,,,,,,,{{hlist|[[Jazz]]|[[post-bop]]|[[mainstream jazz|mainstream]]|[[Dixieland jazz|dixieland]]|[[Classical music|classical]]}},,,,,,,,,,Wynton Marsalis 2009 09 13.jpg,,,,,,,,Trumpet,,,,,,{{hlist|[[Columbia Records|Columbia]]|[[Sony Classical|Sony]]|[[Blue Note Records|Blue Note]]|[[Marsalis Music]]}},,,,,,,,,,,,,,,,Wynton Marsalis,,,,,,,,,,,,{{hlist|Musician|composer|educator|artistic director}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{marriage|[[Nicola Benedetti]]|2024}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{URL|wyntonmarsalis.org}},,,,1980–present,
,,,,,,,,,,,,,,,,,,,,,,,{{Birth date|1917|10|21}},John Birks Gillespie,"[[Cheraw, South Carolina]], U.S.",,,,,,,,,Gillespie in 1955,,"[[Jeanie Bryson]]<ref>{{cite web |last1=Dollar |first1=Steve |title=When His Music Stopped, Their Work Began |url=https://www.wsj.com/articles/SB10001424052748703453804575479791556814962 |website=The Wall Street Journal |date=September 9, 2010}}</ref>",,,,,,,,,,,,,,,{{death date and age|1993|1|6|1917|10|21}},"[[Englewood, New Jersey]], U.S.",,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,Dizzy Gillespie by Carl Van Vechten (cropped) (2).jpg,,,,,,,,,,,,,,,,,,,,,,{{Infobox person,,,,,,,,Dizzy Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{marriage|Lorraine Willis|May 9, 1940}} (died 2004)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1909|5|30}},Benjamin David Goodman,"[[Chicago]], Illinois, U.S.",,,,,,,,,Goodman in 1942,,,,,,,,,,,,,,,,,{{death date and age|1986|6|13|1909|5|30}},"[[New York City]], U.S.",,,,,,,,,,,,,,,,,,,,,,,,{{flatlist|,,,,,,,,,,Benny Goodman 1942.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benny Goodman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{Birth date|1904|3|1}},Alton Glen Miller,"[[Clarinda, Iowa]], U.S.",,,,,,,,,"Miller, {{circa|1942}}",,2,,,,,,,,,,,,,,,,,,,{{Disappeared date and age|mf=yes|1944|12|15|1904|3|1}},over the [[English Channel]],"Official U.S. Army ""Finding of Death"" is December 15, 1944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glenn Miller Billboard.jpg,,,,,,,,,,,,,,,,,,,,,,{{Infobox musical artist,,,,,,,,Glenn Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{marriage|Helen Burger|1928}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1898|9|26}},Jacob Gershwine,"New York City, U.S.",,,,,,,,,Gershwin in 1937,,,,,,,,,,,,,,,,,{{death date and age|1937|7|11|1898|9|26}},"Los Angeles, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portrait of George Gershwin LCCN2004662906.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,George Gershwin,,,,,,,,,,,,{{hlist|Composer|pianist}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{plainlist|,,,,"[[Westchester Hills Cemetery]], New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916–1937,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,{{hlist|Popular songs|[[ragtime]]|[[Broadway theatre|Broadway]] musicals|[[show tune]]s}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Irving Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1907–1971,
,,,"Various sheet music publishers and brother, Morrison Foster",,,,,,,,,,,,,,,,,,,,{{birth date|1826|7|4}},Stephen Collins Foster,"[[Lawrenceville (Pittsburgh)|Lawrenceville]], [[Pennsylvania]], U.S.",,,,,,,,,Foster {{circa}} 1860,,[[Marion Foster Welch|Marion]],,,,,,,,,,,,,,,{{death date and age|1864|1|13|1826|7|4}},"[[New York City]], U.S.",,,,,,,,,,,,,,,,,[[William Barclay Foster]],,,,,,,,,,,,,,,,,Stephen Foster.jpg,,,,,,,,,,,,,"First American full-time songwriter<ref>{{citation |last= Marks |first= Rusty |title= On Television: Stephen Foster: Quintessential songwriter lived in music, died in ruin |work= Sunday Gazette-Mail |publisher= Gazette Daily Inc. via [[HighBeam Research]] |access-date= April 25, 2012 |date= April 22, 2001 |url= http://www.highbeam.com/doc/1P2-18995067.html |archive-url= https://web.archive.org/web/20131011162941/http://www.highbeam.com/doc/1P2-18995067.html |url-status= dead |archive-date= October 11, 2013 |quote= The song, written in 1847, soon spread throughout the country. Foster decided to become a full-time songwriter, a vocation no one had bothered to pursue until then.}}</ref><ref>{{citation |date= October 16, 2010 |access-date= April 25, 2012 |url= http://www.highbeam.com/doc/1P3-2164359961.html |archive-url= https://web.archive.org/web/20131011162711/http://www.highbeam.com/doc/1P3-2164359961.html |url-status= dead |archive-date= October 11, 2013 |title= Pittsburgh Native Son and Songwriter Stephen Foster to be Inducted into Nashville Songwriters Hall of Fame Oct. 17. |publisher= US Fed News Service, Including US State News. The Associated Newspapers of Ceylon Ltd. via [[HighBeam Research]]}}</ref>",,,,,,,,,,,,,[[Stephen Foster Memorial]],,[[Eliza Clayland Tomlinson Foster]],,Stephen Foster,,,,,,,,,,"""[[Beautiful Dreamer]]""<br />""[[Camptown Races]]""<br />""[[Hard Times Come Again No More]]""<br />""[[My Old Kentucky Home]]""<br />""[[Oh! Susanna]]""<br />""[[Old Black Joe]]""<br />""[[Old Folks at Home]]”<br />''[[List of songs written by Stephen Foster|among others...]]''",,"{{hlist|Composer|lyricist|poet<ref name = pgpress1900>{{cite news |title= Stephen C. Foster As Man and Musician, The Life Story of the Sweet Singer of {{not a typo|Pittsburg}} Told by His Contemporaries and Comrades | newspaper = [[The Pittsburg Press]]| date= September 12, 1900 | url= https://www.newspapers.com/clip/9992200/profile_of_songwriter_stephen_c_foster/ |via= Newspapers.com}} {{Open access}}</ref>}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{ubl|[[Morrison Foster]] (brother)|[[Evelyn Foster Morneweck]] (niece)}},,,,"[[Allegheny Cemetery]] ([[Pittsburgh]], Pennsylvania, U.S.)",<!-- {{coord|LAT|LONG|type:landmark|display=inline}} -->,,,,,,,,,,,,{{marriage|[[Jane McDowell Foster Wiley]]|1850}},,{{hlist|[[American folk music|American folk]]|[[Minstrel show|minstrels]]}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1844–1864,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date|1868|11|24}} <!-- Please post on the talk page before changing this. There is some uncertainty about the date. See the rest of the article. -->,,"[[Texarkana, Texas]] or [[Linden, Texas]], US (disputed)",,,,,[[St. Michael's Cemetery (Queens)|St. Michael's Cemetery]],,,,Joplin in 1912,,,,,,,,,,,,,,,,,{{Death date and age|1917|4|1|1868|11|24}},"New York City, US",,,,,,,,,,,[[George R. Smith College]],,,,,,,,,,,,,,,,,,,,,,,Scott Joplin in 1912.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott Joplin,,,,,,,,,,,,{{hlist|Composer|pianist|music teacher}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{plainlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,[[Pomona College]],,,,,,,,,,,,,,,,{{Birth date|1912|09|05}},John Milton Cage Jr.,"Los Angeles, California, U.S.",,,,,,,,,Cage in 1988,,,,,,,,,,,,,,,,,{{Death date and age|1992|8|12|1912|09|05}},"New York City, U.S.<!-- Only cities per template instructions -->",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Cage (1988).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Cage,,,,,,,,,,,,{{hlist|Composer|[[music theorist]]|artist|philosopher}},,,,,,,,,,,,,,,,,,,,,,,,,,,,[[Merce Cunningham]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cage signature.svg,,,,,,{{Marriage|[[Xenia Cage|Xenia Andreyevna Kashevaroff]]|1935|1945|end=div}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date and age|1937|01|31}},"<!-- for middle name ""Morris"" need RS prior to 2009 -- or later but definitely official-->","[[Baltimore]], [[Maryland]], U.S.",,,,,,,,,Glass in 1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Philip Glass in Florence, Italy - 1993 (cropped).jpg",,,,,,,,,,,,,[[Minimal music]],,,,,,,,,,,,,,,,,Philip Glass,,,,,,,,,,,,Composer,,,,,,,,,,,,,,,,,,,,,,,[[Philip Glass Ensemble]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{URL|philipglass.com}},,,[[List of compositions by Philip Glass|List of compositions]],,
,,,,,,,[[Estonian Academy of Music and Theatre]],,,,,,,,,,{{plainlist|,,,,,,{{Birth date and age|1935|09|11|df=y}},,"[[Paide]], Järva County, Estonia",,,,,,,,,"Pärt at [[Christ Church Cathedral, Dublin]], 2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arvo Pärt.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arvo Pärt,,,,,,,,,,,,Composer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nora Pärt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[List of compositions by Arvo Pärt|List of compositions]],,
,,,,,,,,,,,,,,,,,,,,,,,{{Birth date|df=yes|1952|10|14}},Kaija Laakkonen,"[[Helsinki]], Finland",,,,,,,,,Saariaho in 2022,,"2, incl. {{ill|Aleksi Barrière|fi}}",,,,,,,,,,,,,,,{{Death date and age|df=yes|2023|06|02|1952|10|14}},"Paris, France",,,,,,,,,,,,,,,[[Contemporary classical music|Contemporary]],,,,,,,,,,,,,,,,,,,Kaija Saariaho in 2022.png,,,,,,,,,,,,,,,,,,[[List of compositions by Kaija Saariaho|List of compositions]],,,,,,,,,,,,Kaija Saariaho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{{marriage|{{ill|Jean-Baptiste Barrière (born 1958)|de|Jean-Baptiste Barrière (Komponist, 1958)|fr|Jean-Baptiste Barrière (1958-)|lt=Jean-Baptiste Barrière}}|1984}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://saariaho.org/,,,,,
,,,,,,,,,,,,,,,,,,,,,,,{{birth date and age|1968|08|04|df=y}},,"[[Graz]], Austria",,,,,,,,,Olga Neuwirth in 2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olga Neuwirth,,,,,,,,,,,,{{plainlist|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2021 [[Pulitzer Prize for Music]]<br />New York Governor's Lifetime Achievement Award<br/>2022 Kennedy Center Honoree,,,,,,{{birth date and age|1943|05|14}},,"Havana, Cuba",,,,,,,,,"Tania León, a 2022 Kennedy Center Honoree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tania Leon (Tania León) - Honorees at the 2022 Kennedy Center Honors Dinner (52542377419) (cropped).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tania León,Cuban-American,,,,,,,,,,,Composer / conductor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.tanialeon.com/,,,,,
,,,,,,,{{Unbulleted list|[[University of Michigan]]|[[Yale University]]|[[Princeton University]]}},,,,,,,,,,,,,,,,{{Birth date and age|1958|12|18}},<!-- Use only if different from name in header -->,"[[Philadelphia]], [[Pennsylvania]], U.S.",,,,,,,,,Wolfe in 1982,,2,,,,,,,,,,,,,,,<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth) -->,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julia_Wolfe.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julia Wolfe,American,,,,,,,,,,,"Composer, Professor of Music",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{marriage|[[Michael Gordon (composer)|Michael Gordon ]]|1984}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{{URL|juliawolfemusic.com}},,,,,
