alma_mater,alt,awards,birth_date,birth_name,birth_place,birthname,caption,children,citizenship,creed,death_cause,death_date,death_place,denomination,education,embed,era,ethnicity,expand_influenced,expand_influences,father,field,fields,footnotes,genre,honorific_prefix,honorific_suffix,image,image_size,image_upright,influenced,influences,ism,ism-ar,jurisprudence,known_for,kunya,kunya-ar,language,laqab,laqab-ar,lineage,maddhab,main_interests,major_works,module,module1,monuments,mother,movement,name,nasab,nasab-ar,nationality,native_name,native_name_lang,nisba,nisba-ar,nisbah,nisbah-ar,notable_ideas,notable_students,notable_works,notableworks,occupation,other names,other_names,partner,period,portaldisp,pronunciation,pseudonym,region,relatives,religion,residence,resting_place,school,school_tradition,signature,signature_alt,spouse,students,subject,teachers,title,website,workplaces,works,years_active
,,,"18 February 1201 <br />[[Tus, Iran|Tus]], [[Greater Khorasan|Khurasan]], [[Khwarazmian dynasty|Khwarazmid Empire]]",,,,Iranian stamp for the 700th anniversary of his death,,,,,"{{Death date and age|df=yes|1274|06|26|1201|02|18}} <br />[[Al-Kadhimiya Mosque]], [[Kadhimiya]], [[Baghdad]], [[Ilkhanate]]",,[[Shia]],,,,,,,,,,,,,,Nasir al-Din Tusi.jpg,,,"[[Maitham Al Bahrani]], [[ibn Khaldun]], [[Qutb al-Din Shirazi]], [[Ibn al-Shatir]], [[Copernicus]]","[[Avicenna]], [[Fakhr al-Din Razi]], [[Mo'ayyeduddin Urdi]], [[Siraj Qumri]]",,,[[Ja'fari]],,,,,,,,,"[[Kalam]], [[Early Islamic philosophy|Islamic Philosophy]], [[Islamic astronomy|Astronomy]], [[Islamic mathematics|Mathematics]], [[Islamic medicine|Biology and Medicine]], [[Islamic physics|Physics]], [[Islamic science|Science]]",,,,,,,Naṣīr al-Dīn al-Ṭūsī,,,,{{nobold|نصیرالدین طوسی}},fa }},,,,,"[[Spherical trigonometry]], [[Tusi couple]]",,,,,,,,,,,,[[Persia]] ([[Iran]]),,[[Islam]] <!-- Please note the background of Tusi is constantly vandalized by ips- that is why it is sourced more predominantly here-->| era                = [[Islamic Golden Age]],,,,"[[Ismai'ili]] (Initially)<br/>[[Twelver]]<ref>{{cite encyclopedia|first=John|last=Cooper|author-link=John Cooper (Islamic studies scholar)|year=1998|title=al-Tusi, Khwajah Nasir (1201-74)|encyclopedia=[[Routledge Encyclopedia of Philosophy|Encyclopedia of Philosophy]]|publisher=[[Routledge]]|url=https://www.muslimphilosophy.com/ip/rep/H036.htm}}</ref>",,,,"[[Shams al-Din al-Bukhari]]<ref name=""Shams"">{{MathGenealogy|id=204293|name=Shams al‐Dīn al‐Bukhārī}}</ref>",,[[Kamal al-Din ibn Yunus]]<ref name=MacT/>,Khawaja Nasir,,,"''[[Tajrid al-I'tiqad]]'', ''[[Zij-i ilkhani]]'', ''Rawḍa-yi Taslīm'', ''[[Akhlaq-i Nasiri]]'', ''al-Risalah al-Asturlabiyah'', ''Al-Tadhkirah fi 'Ilm al-Hay'ah'' (Memoir on the Science of Astronomy)",
,,,"18 May 1048<ref name=""Britannica"">{{cite web |url=https://www.britannica.com/biography/Omar-Khayyam-Persian-poet-and-astronomer  |title=Omar Khayyam: Persian poet and astronomer |last1=Tikkanen|first1=Amy|date=28 February 2023|website=Encyclopaedia Britannica|access-date=5 April 2023}}</ref><ref name=""NasrRazavi"">{{cite book |last1=Nasr |first1=S.H.|last2=Aminrazavi|first2=M.|last3= with the assistance of M. R. Jozi|author1-link=Seyyed Hossein Nasr|author2-link=Mehdi Aminrazavi |title=An Anthology of Philosophy in Persia. Volume I: From Zoroaster to Omar Khayyam |url=https://books.google.com/books?id=O-vWAAAAMAAJ&q=An+Anthology+of+Philosophy+in+Persia.+Volume+I:+From+Zoroaster |date=2008|publisher=I.B. Tauris, in association with The Institute of Ismaili Studies London|location=London & New York|isbn=978-1-84511-541-8}}</ref>",,"[[Nishapur]], [[Greater Khorasan|Khorasan]], [[Seljuk Empire]]",,Statue of Khayyam by [[Abolhassan Sadighi]],,,,,"4 December 1131 (aged 83)<ref name=""Britannica"" /><ref name=""NasrRazavi""/>","Nishapur, Khorasan, [[Seljuk Empire]]",,,,,,,,,,,,,[[Hakim (title)|Hakim]] }},,File:Hakim Omar Khayam - panoramio.jpg|Hakim Omar Khayam - panoramio,250px,,{{cslist|[[Nasir al-Din al-Tusi|Tusi]]|[[Al-Khazini]]|[[Nizami Aruzi|Nizami Aruzi of Samarcand]]|[[Hafez]]|[[Sadegh Hedayat]]|[[André Gide]]|[[John Wallis]]|[[Saccheri]]|[[Edward FitzGerald (poet)|Edward FitzGerald]]|[[Maurice Bouchor]]|[[Henri Cazalis]]|[[Jean Chapelain]]|[[Amin Maalouf]]}},{{cslist|[[Avicenna]]|[[Muḥammad ibn Mūsā al-Khwārizmī|al-Khwārizmī]]|[[Euclid]]|[[Apollonius of Perge]]}},,,,,,,,,,,,{{cslist|[[Mathematics in medieval Islam|Mathematics]]|[[Astronomy in the medieval Islamic world|Astronomy]]|[[Persian philosophy]]|[[Persian poetry]]}},,,,,,,Omar Khayyam,,,,{{Nobold|{{lang|fa|عمر خیّام|rtl=yes}}}},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,895,,"[[Kairouan]], now [[Kairouan Governorate]], [[Tunisia]]",,,,,,,979  (aged 84),"[[Kairouan]], now [[Kairouan Governorate]], [[Tunisia]]",,,,,,,,,,,,,,,File:Ibn al-Jazzar.gif,,,,,,,,,,,,,,,,,,,,,,,Ibn al-Jazzar,,,,,,,,,,,,,Zād al-Musāfir wa Quwwat al-Hādhir <br /> {{lang|ar|زاد المسافر وقوت الحاضر}} (Viaticum) }},{{hlist|[[Physician]]|[[Islamic medicine]]}},,,,,,,,,,,,,,,,,,,,,,,,,
,,,{{birth date text|18 February 1372}},,"[[Cairo]], [[Mamluk Sultanate (Cairo)|Mamluk Sultanate]]",,Tomb of Ibn Hajar al-Asqalani in Cairo,,,"[[Ash'ari]]<ref>{{cite book|author=[[Namira Nahouza]]|title=Wahhabism and the Rise of the New Salafists: Theology, Power and Sunni Islam|url=https://books.google.com/books?id=nyaODwAAQBAJ|date=2018|publisher=[[I.B. Tauris]]|isbn=9781838609832|pages=121–122|access-date=2021-01-12|archive-date=2021-10-07|archive-url=https://web.archive.org/web/20211007201321/https://books.google.com/books?id=nyaODwAAQBAJ|url-status=live}}</ref><ref>{{cite web|url=https://almostaneer.com/ebooks/أهل-السنة-الأشاعرة-شهادة-علماء-الأمة-و/أكابر-محدثى-الأمة-وحفاظها-وأكابر-فقها/|title=Ahl al-Sunna: The Ash'aris - The Testimony and Proofs of the Scholars|language=Arabic|website=almostaneer.com|archive-url=https://web.archive.org/web/20210128040753/https://almostaneer.com/ebooks/أهل-السنة-الأشاعرة-شهادة-علماء-الأمة-و/أكابر-محدثى-الأمة-وحفاظها-وأكابر-فقها|archive-date=28 January 2021}}</ref><ref>{{cite web|url=http://sunnah.org/2008/07/18/the-ashari-school-sayyid-alawi-al-maliki|title=The Ash'ari School|author=[[Muhammad ibn 'Alawi al-Maliki]]|website=[[As-Sunnah Foundation of America]]|date=18 July 2008 |archive-url=https://web.archive.org/web/20210112184122/http://sunnah.org/2008/07/18/the-ashari-school-sayyid-alawi-al-maliki|archive-date=12 Jan 2021|quote=[[Shaykh al-Islam]] Ahmad ibn Hajar al-'Asqalani (d. 852/1449; [[Rahimahullah]]), the mentor of Hadith scholars and author of the book ""[[Fath al-Bari bi-Sharh Sahih al-Bukhari]]"", which not a single Islamic scholar can dispense with, was Ash'ari. The shaykh of the scholars of Sunni Islam, Imam [[al-Nawawi]] (d. 676/1277; Rahimahullah), author of ""[[Al Minhaj bi Sharh Sahih Muslim|Sharh Sahih Muslim]]"" and many other famous works, was Ash'ari. The master of Qur'anic exegetes, Imam [[al-Qurtubi]] (d. 671/1273; Rahimahullah), author of ""[[al-Jami' li-Ahkam al-Qur'an]]"", was Ash'ari. Shaykh al-Islam [[Ibn Hajar al-Haytami]] (d. 974/1567; Rahimahullah), who wrote ""al-Zawajir 'an Iqtiraf al-Kaba'ir"", was Ash'ari. The Shaykh of Sacred Law and Hadith, the conclusive definitive [[Zakariyya al-Ansari]] (d. 926/1520; Rahimahullah), was Ash'ari. Imam [[Abu Bakr al-Baqillani]] (d. 403/1013; Rahimahullah), Imam al-'Asqalani; Imam [[Abu al-Barakat al-Nasafi|al-Nasafi]] (d. 710/1310; Rahimahullah); Imam [[Al-Khatib al-Shirbini|al-Shirbini]] (d. 977/1570; Rahimahullah); [[Abu Hayyan al-Gharnati]], author of the Qur'anic commentary ""al-Bahr al-Muhit""; Imam [[Ibn Juzayy]] (d. 741/1340; Rahimahullah); author of ""al-Tashil fi 'Ulum al-Tanzil""; and others – all of these were Imams of the Ash'aris.}}</ref><ref>{{cite book|last1=Bennett|first1=Clinton|authorlink=Clinton Bennett|title=The Bloomsbury Companion to Islamic Studies|url=https://books.google.com/books?id=ZsWFBwAAQBAJ|publisher=[[Bloomsbury Academic]]|date=15 January 2015|isbn=9781472586902|page=128|quote=There are many followers of the Ash'ariyyah among the great Muslim scholars, such as al-Qurtubi, Ibn Kathir, al-Sauiti, al-Mazari, Ibn Hajer al Askalani, and al Nawawi}}</ref><ref>{{cite book|author=Rebecca Skreslet Hernandez|title=The Legal Thought of Jalāl Al-Din Al-Suyūṭī: Authority and Legacy|url=https://books.google.com/books?id=ssU2DwAAQBAJ|publisher=[[Oxford University Press]]|date=2017|isbn=9780198805939|page=205|quote=people who support burning established and respected works like Ibn Hajar's al-Fath al-Bari and al-Nawawi's Sharh Sahih Muslim because the authors are Ash'ari.}}</ref><ref>{{cite book|last1=Mansfield|first1=Laura|title=His Own Words: Translation and Analysis of the Writings of Dr. Ayman Al Zawahiri|url=https://books.google.com/books?id=Mt5_aNiyqUoC|publisher=[[Thesaurus Linguae Graecae|TLG Publications]]|date=2006|isbn=9781847288806|page=265|quote=Many of the most learned ulema of Islam such as Izz Bin Abdul Salam, al-Nawawi, and Ibn Hajar - may God have mercy on them - were Ashari.}}</ref>",,"{{death-date and age|2 February 1449|18 February 1372}}<ref name=""scienceofhadith""/>","Cairo, Mamluk Sultanate",[[Sunni]],,,{{plainlist| *[[Bahri dynasty|Bahri Era]] *[[Burji dynasty|Burji Era]]}},,,,,,,,,[[Imam]],,"Tomb of al-hafidh Ibn Hajar Al-Asqalani (1). Cairo, Egypt © Fouad Gehad Marei (2009).jpg",225px,,"[[Al-Sakhawi]]<ref>{{cite book |last1=Salmān | first1=Mashhūr Ḥasan Maḥmūd| last2=Shuqayrāt| first2=Aḥmad Ṣidqī | title=Muʼallafāt al-Sakhāwī : al-ʻAllāmah al-Ḥāfiẓ Muḥammad ibn ʻAbd al-Raḥmān al-Sakhāwī, 831-902 H |publisher=Dār Ibn Ḥazm |year = 1998|page=18 |chapter=Tarjamat al-musannif| name-list-style=amp}}</ref> <br /> [[Zakariyya al-Ansari]] <br /> [[Al-Suyuti]]",,Aḥmad,أَحْمَد,[[Shafi'i]]|,,Abū al-Faḍl,أَبُو ٱلْفَضْل,,Ibn Ḥajar,ٱبْن حَجَر,,,,,{{infobox Arabic name|embed=yes,,,,,Ibn Hajar al-Asqalani,Ibn ʿAlī ibn Muḥammad ibn Muḥammad ibn ʿAlī ibn Maḥmūd,ٱبْن عَلِيّ ٱبْن مُحَمَّد ٱبْن مُحَمَّد ٱبْن عَلِيّ ٱبْن مَحْمُود,,ابن حجر العسقلاني,ar,Al-ʿAsqalānī,ٱلْعَسْقَلَانِيّ }},,,,,,,,,,,,,,,,,[[Islam]],,"[[City of the Dead (Cairo)|City of the Dead]], Cairo, Egypt",,,,,,,,,[[Shaykh al-Islam]]<br/>[[Hafiz (Quran)|Hafiz]],,,,
,,,{{circa|1058}},,"[[Tus, Iran|Tus]], [[Seljuk Empire]]",,Name of al-Ghazali,,,"[[Ashari]]<ref name=""jacb1"" /><ref>{{Cite book |title=The Qur'an: An Encyclopedia |last=Leaman |first=Oliver |publisher=[[Taylor & Francis]] |year=2006 |isbn=978-0415326391 |pages=[https://archive.org/details/quranencyclopedi2006unse/page/84 84] |url=https://archive.org/details/quranencyclopedi2006unse/page/84}}</ref>",,{{death date and age|df=y|1111|12|19|1058||}},"Tus, Seljuk Empire","[[Sunni]]<ref>{{cite book |last1=Meri |first1=Josef W. |last2=Bacharach |first2=Jere L. |title=Medieval Islamic Civilization: A-K |date=2006 |publisher=[[Taylor & Francis]] |isbn=978-0415966917 |page=293}}</ref><ref>{{cite book |last1=Böwering |first1=Gerhard |last2=Crone |first2=Patricia |title=The Princeton Encyclopedia of Islamic Political Thought |date=2013 |publisher=[[Princeton University Press]] |isbn=978-0691134840 |page=191 |quote=Ghazali (ca. 1058–1111) Abu Hamid Muhammad b. Muhammad al-Ghazali al-Tusi (the ""Proof of Islam"") is the most renowned Sunni theologian of the Seljuq period (1038–1194).}}</ref>",,,[[Islamic Golden Age]],,,,,,,,,[[Imam]],,,,,,"{{flatlist| * [[Harith al-Muhasibi]]<ref>{{cite journal |url=https://www.jstor.org/stable/25182038 |title=The Forerunner of Al-Ghazali |jstor=25182038 |last1=Smith |first1=Margaret |journal=The Journal of the Royal Asiatic Society of Great Britain and Ireland |year=1936 |volume=68 |issue=1 |pages=65–78 |doi=10.1017/S0035869X00076358 |s2cid=163151146|url-access=subscription }}</ref> * [[al-Juwayni]]<ref name=""www.ghazali.org"">{{Cite web |url=https://www.ghazali.org/site/teachers.htm |title=Imam Ghazali's Teachers: al-Ghazali's Website |website=www.ghazali.org}}</ref> * [[Avicenna]]<ref>{{cite journal | url=https://phm.znu.ac.ir/article_19567.html?lang=en | title=The Influence of Ibn Sina's Philosophical Believes on Al-Ghazali's Notion of Incorporeity | journal=Philosophical Meditations | date=22 November 2014 | volume=4 | issue=13 }}</ref> * [[Al-Raghib al-Isfahani]] }}",,,,,,,,,,,,"[[Sufism]], [[theology]] (''[[kalam]]''), [[philosophy]], [[logic]], [[Sharia]], [[Fiqh|Islamic jurisprudence]], [[Principles of Islamic jurisprudence]]",,,,,,,Al-Ghazali,,,,غزالی,fa,,,,,,,"''[[The Revival of Religious Sciences]]'', ''[[The Aims of the Philosophers]]'', ''[[The Incoherence of the Philosophers]]'', ''[[Kimiya-yi sa'ādat|The Alchemy of Happiness]]'', ''[[The Moderation in Belief]]'', ''[[The Condensed in Imam Shafi’i’s Jurisprudence]]'', ''[[Al-Mustasfa min 'ilm al-usul|On Legal theory of Muslim Jurisprudence]]''",,,,,,,,,,[[Seljuk Empire]] ([[Nishapur]])<ref name=Meri>{{cite book |last=Griffel |first=Frank |author-link=Frank Griffel |title=Medieval Islamic civilization: an encyclopedia |year=2006 |publisher=[[Routledge]] |location=New York |isbn=978-0415966900 |editor-last=Meri |editor-first=Josef W.}}</ref>{{rp|292}}<br />[[Abbasid Caliphate]] ([[Baghdad]])<br /> [[Fatimid Caliphate]] ([[Jerusalem]]) / ([[Damascus]])<ref name=Meri />{{rp|292}},,[[Islam]],,,[[Shafi'i]],,,,,,,,"[[Hujjat al-Islam]] ('Proof of Islam')<ref>{{Cite book |last=Janin |first=Hunt |url=https://archive.org/details/pursuitoflearnin0000jani_v6b1 |title=The pursuit of learning in the Islamic world : 610-2003 |date=2005 |publisher=Jefferson, NC : McFarland |others=Internet Archive |isbn=978-0-7864-1954-8}}</ref>",,,,
,,,{{circa|870}},,"[[Faryab Province|Faryab]], [[Greater Khorasan|Khorasan]] or <br/>[[Farab]], [[Transoxiana]]{{efn-ua|name=Faryab—Farab}}",,Portrait of Al-Farabi—Alpharabius{{efn-ua|name=Portrait}},,,,,{{circa|950}},[[Damascus]],,,,[[Islamic Golden Age]],,,,,,,,,,,Alpharabius in Liber Chronicarum 1493 AD.png,,,,,,,,,,,,,,,,[[Islamic philosophy#Political philosophy|Political Philosophy]] · [[Islamic philosophy#Philosophy of religion|Philosophy of Religion]] · [[Physics in the medieval Islamic world|Physics]] · [[Islamic metaphysics|Metaphysics]] · [[Logic in Islamic philosophy|Logic]] · [[Psychology in the medieval Islamic world|Psychology]] · [[Islamic philosophy#Epistemology|Epistemology]] · [[Islamic ethics|Ethics]] · [[History of lute-family instruments#Thinkers and polymaths of Central Asia and Arabia|Music Theory]],,,,,,,Abu Nasr Farabi,,,,,,,,,,"Father of [[Platonism in Islamic philosophy|Islamic Neoplatonism]], Founder of [[Islamic philosophy#Political philosophy|Islamic Political Philosophy]]",,"''[[Kitab al-Musiqi al-Kabir]]'' (""Grand Book of Music""),{{efn-ua|name=Music}} ''Ara Ahl al-Madina al-Fadila'' (""Virtuous City""),{{efn-ua|name=Virtuous}} ''Kitab Ihsa al-Ulum'' (""Enumeration of the Sciences""),{{efn-ua|name=Enumeration}} ''Risalah fi'l-Aql'' (Epistle on the Intellect){{efn-ua|name=Aql}} }}",,,,Second Master{{efn-ua|name=Title}},,,,,,[[Islamic philosophy]],,,,,,[[Aristotelianism]] · [[Platonism in Islamic Philosophy|Neoplatonism]],,,,,,,,,,,
,,,{{birth date|1165|07|28|df=yes}},,"[[Murcia]], [[Taifa of Murcia]], [[Umayyad Caliphate]] (now Murcia, [[Region of Murcia]], [[Spain]])",,"Tomb of ibn Arabi, [[Damascus]], [[Syria]]","Sa'ad al-Din, Imad al-Din; [[Sadr al-Din al-Qunawi]] (stepson)",,Founder of [[Akbarism]],,{{death date and age|1240|11|16|1165|07|28|df=yes}},"[[Al-Salihiyah, Damascus|Salihiyya]], [[Damascus]], [[Ayyubid Sultanate]]",[[Sunni]],,,[[Medieval philosophy]] * [[12th century in philosophy|12th century philosophy]] * [[13th century in philosophy|13th century philosophy]],,,,Ali ibn Muhammad ibn Arabi al-Hatimi al-Tai,,,,,"[[Shaykh al-Islām]], [[Mujaddid]]",,قبر الشيخ محيي الدين بن عربي.jpg,,,Virtually all of [[Sufism]],,Muḥammad<br/>محمد,,[[Hanbali]]<br>or [[Zahiri]],,,,,Muḥyī d-Dīn<br>محي الدين<br/>,,,,{{hlist|[[Sufism]]|[[Tafsir]]|[[Epistemology]]|[[Ontology]]|[[Poetry]]|[[Fiqh]]}},,{{Infobox Arabic name|embed=yes,,,,,Muḥyī d-Dīn ibn ʿArabī,,,"[[al-Andalus|Andalusian]], [[Ayyubid]]",محي الدين أبو عبد الله محمد بن علي بن عربي الحاتمي الطائي,ar,[[Hatim al-Tai|al-Ḥātimī]]<br>الحاتمي<br>[[Tayy|aṭ-Ṭāʾī]]<br>الطائي}},,,,,,[[Al-Futuhat al-Makkiyya]],,"[[Tafsir|Mufassir]], [[Hadith studies|Muhaddtih]], [[Theologian]], [[Philosopher]], [[Academic staff|Academic]], [[Poet]]",,,,,,,,[[Middle Eastern philosophy]] * [[Islamic philosophy]],,[[Islam]],,"[[Mount Qasioun]], [[Damascus]], [[Syria]]",,,,,,[[Sadr al-Din al-Qunawi]],,"Shaykh Abū ʿAbd Allāh al-Tamīmī ([[Junayd al-Baghdadi|Junaydiyya]]), Shaykh ʿAbd al-ʿAzīz al-Mahdawī ([[Qadiriyya]]) }}",,,,,
,,,24 February 1304,,"[[Tangier]], [[Marinid sultanate]]",,1878 illustration by [[Léon Benett]] showing Ibn Battuta (center) and his guide (left) in Egypt,,,,,1369 (aged 64–65),"[[Marrakesh]], Marinid sultanate<ref>{{Cite web |first=Romy |last=Roynard |date=22 November 2018 |title=Sur les traces d'Ibn Battuta: le Maroc |url=https://www.nationalgeographic.fr/ibn-battuta/2018/11/sur-les-traces-dibn-battuta-le-maroc |access-date=7 December 2022 |website=National Geographic |language=fr |archive-date=7 December 2022 |archive-url=https://web.archive.org/web/20221207014923/https://www.nationalgeographic.fr/ibn-battuta/2018/11/sur-les-traces-dibn-battuta-le-maroc |url-status=live}}</ref>",,,,[[Post-classical history]],,,,,,,,,[[Shaykh]]<ref name=Norris59>{{Cite journal |last=Norris |first=H. T. |date=1959 |title=Ibn Baṭṭūṭah's Andalusian Journey |journal=The Geographical Journal |volume=125 |issue=2 |pages=185–196 |doi=10.2307/1790500 |jstor=1790500 |issn=0016-7398|url=https://www.jstor.org/stable/1790500|url-access=subscription }}</ref>,,"Handmade oil painting reproduction of Ibn Battuta in Egypt, a painting by Hippolyte Leon Benett..jpg",220,,,,Muḥammad,مُحَمَّد,,,ʾAbū ʿAbd Allāh,أبو عبد الله,,Shams al-Dīn,شمس الدين }},,,,,{{Infobox Arabic name|embed=yes,,,,,Ibn Battuta,ibn ʿAbd Allāh ibn Muḥammad ibn Ibrāhīm ibn Muḥammad ibn Yūsuf ibn Baṭṭūṭah,ابن عبد الله بن محمد بن إبراهيم بن محمد بن يوسف بن بطوطة,,ابن بطوطة,ar,,,al-Lawātiyy aṭ-Ṭanjiyy,اللواتي الطنجي,,,[[Rihla]],,"Traveller, [[Geographer]], [[explorer]], [[scholar]], [[judge]]",*The Islamic Marco Polo,,,,,,,,,,,,,,,,,,,,,,,,
,Chest-length metal statue of bearded man in robes and turban holding a book and a cubic model.,,{{circa|780}},,,,"Statue in [[Madrid]], erected in 2020<ref>{{Cite news |date=November 26, 2020 |title=Monument to Muhammad al-Khwarizmi erected in Madrid |url=https://uza.uz/en/posts/monument-to-muhammad-al-khwarizmi-erected-in-madrid_189785 |url-status=live |archive-url=https://web.archive.org/web/20201126104717/https://uza.uz/en/posts/monument-to-muhammad-al-khwarizmi-erected-in-madrid_189785 |archive-date=November 26, 2020 |access-date=March 16, 2025 |work=[[Uzbekistan National News Agency]]}}</ref>",,,,,"{{circa|850|lk=no}}<ref>{{cite book |last1=Toomer |first1=Gerald J. |author1-link=Gerald J. Toomer |editor1-last=Gillispie |editor1-first=Charles Coulston |title=Dictionary of Scientific Biography |date=1970–1980 |isbn=978-0-684-16966-8|volume=VII |pages=358–365 |chapter=al-Khuwārizmī, Abu Ja'far Muḥammad ibn Mūsā|publisher=Scribner }}</ref><ref>{{cite book |last1=Vernet |first1=Juan |editor1-last=Gibb |editor1-first=H. A. R. |editor2-last=Kramers |editor2-first=J. H. |editor3-last=Lévi-Provençal |editor3-first=E. |editor4-last=Schacht |editor4-first=J. |title=The Encyclopaedia of Islam |date=1960–2005 |publisher=Brill |location=Leiden|volume=IV |pages=1070–1071 |edition=2nd |chapter=Al-Khwārizmī|oclc=399624}}</ref>",,,,,[[Islamic Golden Age]],,,,,,,,,,,"Madrid - Ciudad Universitaria, Monumento a Muhammad al-Juarismi (cropped).jpg",,,"[[Abu Kamil]] of Egypt,<ref name=MacTutor-AK>O'Connor, John J.; Robertson, Edmund F., [http://www-history.mcs.st-andrews.ac.uk/Biographies/Abu_Kamil.html ""Abū Kāmil Shujā' ibn Aslam""] {{Webarchive|url=https://web.archive.org/web/20131211214159/http://www-history.mcs.st-andrews.ac.uk/Biographies/Abu_Kamil.html |date=11 December 2013 }}, MacTutor History of Mathematics archive, University of St Andrews.</ref> [[Nicolo Tartaglia]]",,,,,,,,,,,,,{{hlist|[[Mathematics in the medieval Islamic world|Mathematics]]|[[Astronomy in the medieval Islamic world|astronomy]]|[[Geography and cartography in the medieval Islamic world|geography]]}},{{ubl|''[[Al-Jabr]]'' (820)|''[[Zij as-Sindhind]]'' (820)|''[[Geography (Ptolemy)|Kitab Surat al-Ard]]'' (833)}},,,,,,Muḥammad ibn Mūsā al-Khwārizmī,,,,{{nobold|{{lang|ar|{{Script|Arab|محمد بن موسى الخوارزميّ}}|rtl=yes}}}},,,,,,Treatises on [[algebra]] and the [[Hindu–Arabic numeral system]],,,,[[House of Wisdom]] in [[Baghdad]] (appt.&nbsp;{{circa|820|lk=no}}) }},,,,,,,,,,,,,,,,,,,,,,,,,
,,,18 March 1074,,"[[Izmukshir|Zamakhshar]], [[Khwarazm]]",,Manuscript of al-Zamakhshari's ''Al-Mufassal''; copy dated 13 August 1253,,,,,12 July 1143,"[[Gurganj]], [[Khwarazmian Empire]]",[[Mu'tazila]],,,[[Islamic Golden Age]],,,,,,,,,,,"Abu'l Qasim Mahmud ibn 'Umar al-Zamakhshri (d.1144); Al-Mufassal, Near East, Wednesday 13 August 1253.jpg",,,[[Al-Qifti]] }},[[Al-Qadi Abd al-Jabbar]]<br/>[[Abu Hanifa]]<br/>[[Al-Wahidi]]<br/>[[Abd al-Qahir al-Jurjani]]<br/>[[Ibn al-Malahimi]],,,[[Hanafi]],,,,,,,,,,,,,,,,Al-Zamakhshari,,,,,,,,,,,,,,,,,,,,,,,,[[Islam]],,,,,,,,,,,Al-Zamakhshari,,,,
,,,945 CE,,"[[Sijistan]], [[Saffarid dynasty]] (modern-day [[Sistan]])<ref name=""Selin2008"">{{cite book|author=Helaine Selin|title=Encyclopaedia of the History of Science, Technology, and Medicine in Non-Western Cultures|url=https://books.google.com/books?id=kt9DIY1g9HYC&pg=PA159|date=12 March 2008|publisher=[[Springer Science & Business Media]]|isbn=978-1-4020-4559-2|pages=159–}}</ref>",,A page from Al Sijzi's [[geometrical]] treatise,,,,,1020 CE,,,,,,,,,,,,,,,,AlSijziGeometric.jpg,,,,,,,,,,,,,,,,"[[Mathematics]], [[Astronomy]], [[Astrology]]",,,,,,,Abu Sa'id al-Sijzi,,,,,,,,,,,,,,,,,,,,}},,,,,,,,,,,,,,,,,,,
,,,950,Abu al-Hasan 'Ali Abi al-Said ibn 'Abd al-Rahman ibn Ahmad ibn Yunus bin Abd al-'Ala al-Sadafi al-Misri ({{lang|ar|أبو الحسن علي أبي السعيد بن عبد الرحمن بن أحمد بن يونس بن عبد الأعلى الصدفي المصري}}),"[[Fustat]], [[Ikhshidid dynasty|Ikhshidid Emirate of Egypt]], now [[Egypt]]",,,,,,,6 June 1009,"[[Cairo]], [[Fatimid Caliphate|Egyptian Fatimid Caliphate]], now [[Egypt]]",,,,[[Ikhshidid dynasty|Ikhshidid era]]<br /> [[Abbasid Caliphate|Abbasid era]]<br /> [[Fatimid Caliphate|Fatimid era]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibn Yunus,,,,,,,,,,,,* Al-Zij al-Kabir al-Hakimi * Bulugh al-Umniyya * Zij ibn Yunus * Ghayat al-Intifah fi Mareafat al-Da'ir min al-Falak min qabl al-Iritifah }},,"[[Astronomer]], [[astrologer]], [[mathematician]], [[philosopher]]",,,,,,,,,,,,,,,,,,,,,,,,,
,,,11th century,,[[Seljuk Empire]],,13th-century manuscript of al-Khāzinī's Kitab Mīzān al-Hikmah depicting the eponymous balances,,,,,12th century,,,,,[[Islamic Golden Age]],,,,,,"[[Astronomy]], [[mathematics]], [[physics]], [[mechanics]], [[metallurgy]]",,,,,University of Pennsylvania MS Lawrence J. Schoenberg Collection 386 fol. 80v al-Khazini's Balance.jpg,,,,,,,,,,,,,,,,,,,,,,,al-Khazini,,,,,,,,,,}},,,,Scientist,,,,,,,,,,,,,,,,,,,,,,,,,
,,,944,Sulaymān ibn Ḥassān,"[[Córdoba, Andalusia|Cordoba]], [[Andalusia]], now [[Spain]]",,,,,,,994  (aged 50),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibn Juljul,,,,,,,,,,,,,Tabqat-ul-Atiba wal-Hukama' <br> طبقات الأطباء والحكماء,"Muslim [[Physician]], [[Pharmacology|Pharmacologist]]",,,,,,,,,,,,,,,,,,,,,,,,,[[Wiktionary:circa|circa]] 960– 994 }}
