,Unnamed: 0,name,birth_date,birth_place,death_date,death_place,occupation,awards,alma_mater,education,spouse,children,occupation_cluster,birth_year,death_year,life_span,life_span_cluster,edu_award_cluster,bio_cluster
1658,1658,Davy Crockett,{{birth date|1786|8|17}},"[[Limestone, Tennessee|Limestone]], [[State of Franklin|Franklin]], U.S. (now [[Tennessee]])",{{death date and age|1836|3|6|1786|8|17}},"[[San Antonio]], [[Republic of Texas|Texas]] (now U.S.)",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{ubl |{{marriage|Polly Finley|1806|1815|end=d}} |{{marriage|[[Elizabeth Patton Crockett|Elizabeth Patton]]|1815}}}},"6, including [[John Wesley Crockett|John]]",0,1786.0,1836.0,50.0,2.0,1,0
1659,1659,Daniel Boone,{{Birth date|1734|11|02}},"[[Oley Valley]], Province of Pennsylvania, British America",{{death date and age|1820|09|26|1734|11|03}},"[[Defiance, Missouri|Defiance]], Missouri Territory, United States",{{hlist|Hunter|soldier|politician|surveyor|merchant}},}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />","{{marriage|[[Rebecca Bryan]]|August 14, 1756|March 18, 1813|end=died}}","10, including [[Jemima Boone|Jemima]], [[Daniel Morgan Boone|Daniel]], and [[Nathan Boone|Nathan]]",4,1734.0,1820.0,86.0,2.0,1,2
1660,1660,Harriet Beecher Stowe,{{birth date|1811|6|14|mf=y}},"[[Litchfield, Connecticut]], U.S.",{{death date and age|1896|7|1|1811|6|14|mf=y}},"[[Hartford, Connecticut]], U.S.",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Calvin Ellis Stowe]]|1836|1886|end=d.}},7,0,1811.0,1896.0,85.0,2.0,1,0
1661,1661,Marguerite de Navarre,11 April 1492,"[[Angoulême]], [[Angoumois]], [[Kingdom of France|France]]",{{Death date and age|1549|12|21|1492|4|11|df=y}},"[[Odos]], [[Gascony]], France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />","{{Plainlist| * {{marriage|[[Charles IV, Duke of Alençon]]|1509|1525|end=d}} * {{marriage|[[Henry II of Navarre]]<br>|1526}} }}",2,0,1492.0,1549.0,57.0,5.0,1,3
1662,1662,Isadora Duncan,"{{birth date|1877|5|26}}{{efn|name=""birthdate""|group=notes|While Duncan's birth date is widely given as May 27, 1878, her posthumously discovered baptismal certificate records May 26, 1877. Any corroborating documents that might have existed were likely destroyed in the [[1906 San Francisco earthquake]].<ref>{{cite encyclopedia|last1=Stokes|first1=Sewell|title=Isadora Duncan|url=https://www.britannica.com/EBchecked/topic/173622/Isadora-Duncan|encyclopedia=Encyclopædia Britannica|access-date=28 May 2015}}</ref>}}","[[San Francisco]], California, U.S.","{{Death date|1927|9|14}} (aged 50){{efn|name=""birthdate""}}","[[Nice]], France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />","{{marriage|[[Sergei Yesenin]]|May 2, 1922|May 1923|end=sep}}",3,0,1877.0,1927.0,50.0,2.0,1,0
1663,1663,Louise Michel,{{birth date|1830|5|29|df=y}},"[[Vroncourt-la-Côte]], France",{{death date and age|1905|1|9|1830|5|29|df=y}},"[[Marseille]], France","[[Revolutionary]], [[teacher]], [[medic]]",}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,3,1830.0,1905.0,75.0,2.0,1,2
1664,1664,Mary Wollstonecraft,{{birth date|1759|04|27|df=yes}},"[[Spitalfields]], London, England",{{death date and age|1797|09|10|1759|04|27|df=yes}},"[[Somers Town, London|Somers Town]], London, England",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[William Godwin]]|1797}},"{{hlist|[[Fanny Imlay|Frances ""Fanny"" Imlay]]|[[Mary Shelley]]}} }}",0,1759.0,1797.0,38.0,2.0,1,0
1665,1665,Empress Dowager Cixi<br/>{{langn|zh|慈禧太后}},{{Birth date|1835|11|29|df=y}},"Beijing, China",{{Death date and age |1908|11|15|1835|11|29|df=y}},"[[Zhongnanhai]], Beijing, China",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{Marriage|[[Xianfeng Emperor]]|1852|1861|end=d}},2,0,1835.0,1908.0,73.0,2.0,1,0
1666,1666,Anne Boleyn,"{{circa|1501 or 1507}}<ref>{{cite web |title=The Offspring of Thomas and Elizabeth Boleyn|url= https://www.tudorsociety.com/the-offspring-of-thomas-and-elizabeth-boleyn-by-conor-byrne/ |website=The Tudor Society|date= 25 March 2015|access-date=22 October 2021}}</ref><ref>{{cite web |title=Letters and papers, foreign and domestic, of the reign of Henry VIII|url=https://archive.org/stream/lettersandpaper02gairgoog/lettersandpaper02gairgoog_djvu.txt |website=Internet Archive|date=13 December 1862 |access-date=21 October 2021}}</ref><ref name=""Ives, p.3""/>","[[Blickling Hall]], [[Norfolk]], England",{{Death date|1536|5|19|df=yes}} (aged 29 or 35),"[[Tower of London]], London, England",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />","{{marriage|[[Henry VIII|Henry VIII of England]]|25 January 1533|17 May 1536|end={{abbr|ann.|annulled}}}}{{efn|Anne Boleyn's marriage to Henry VIII was annulled on 17 May 1536, two days before her execution.<ref name=""Weir 1991"">{{harvnb|Weir|1991}}</ref>}}",2,0,1501.0,1536.0,35.0,5.0,1,3
1667,1667,Mary I,18 February 1516,"[[Palace of Placentia]], [[Greenwich]], England",17 November 1558 (aged 42),"[[St James's Palace]], [[Westminster]], England",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{Marriage|[[Philip II of Spain]]|25 July 1554}},2,0,1516.0,1558.0,42.0,5.0,1,3
1668,1668,Joan Chen,{{birth date and age|mf=yes|1961|4|26}},"[[Shanghai]], China",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France","Actress, director",}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />","{{unbulleted list|{{marriage|Jim Lau|1985|1990|end=div}}|{{marriage|Peter Hui|January 18, 1992}}}}",2,3,1961.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,2
1669,1669,Oprah Winfrey,{{birth date and age|1954|1|29}},"[[Kosciusko, Mississippi]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",{{hlist|Television presenter|actress|television producer|media proprietor|philanthropist|author}},[[List of awards and nominations received by Oprah Winfrey|Full list]],[[King's College London]],[[Tennessee State University]] ([[Bachelor of Arts|BA]]),{{plainlist|,"1<ref>{{Cite news |title=Oprah Winfrey in Melbourne for Australian tour 2015 spreads a message of love, reveals lost child |url=http://www.news.com.au/national/victoria/oprah-winfrey-in-melbourne-for-australian-tour-2015-spreads-a-message-of-love-reveals-lost-child/news-story/88f87e6fe05a940399db9450a876cfab |url-status=live |archive-url=https://web.archive.org/web/20170926100558/http://www.news.com.au/national/victoria/oprah-winfrey-in-melbourne-for-australian-tour-2015-spreads-a-message-of-love-reveals-lost-child/news-story/88f87e6fe05a940399db9450a876cfab |archive-date=September 26, 2017 |access-date=September 25, 2017 |work=News.com.au}}</ref>",3,1954.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1670,1670,Emma Watson,{{Birth date and age|df=yes|1990|4|15}},"Paris, France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",{{hlist|Actress}},[[List of awards and nominations received by Emma Watson|Full list]],[[King's College London]],{{ubl|[[Brown University]] ([[Bachelor of Arts|BA]])|[[University of Oxford]] ([[Master of Studies|MSt]])}},{{plainlist|,2,3,1990.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1671,1671,Natalie Portman,{{Birth date and age|1981|06|09}},"[[Jerusalem]], [[Mount Scopus]], [[Israel]] <ref>{{cite news|url=https://www.ynetnews.com/articles/0,7340,L-4044426,00.html|title=Natalie Portman promotes Hadassah|publisher=Ynetnews|date=March 24, 2011|access-date=September 6, 2025}}</ref><ref>{{cite news|url=https://www.gettyimages.com/detail/news-photo/actress-natalie-portman-greets-a-young-patient-during-a-news-photo/1800544|title=Natalie Portman Visits Jerusalem Hospital|publisher=Getty Images|date=February 17, 2003|access-date=September 6, 2025}}</ref>",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",{{hlist|Actress|director|producer}},[[List of awards and nominations received by Natalie Portman|Full list]],[[King's College London]],[[Harvard University]] ([[Bachelor of Arts|AB]]),{{marriage|[[Benjamin Millepied]]|2012|2024|end=divorced}},2,3,1981.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1672,1672,Greta Thunberg,{{Birth date and age|2003|01|03|df=y}},"[[Stockholm]], Sweden",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,2003.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1673,1673,Julia Gillard,{{nowrap|{{birth date and age|1961|9|29|df=y}}}},"[[Barry, Vale of Glamorgan|Barry]], Wales",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",{{hlist|Lawyer|politician}},}},"{{ubl|[[University of Adelaide]]|[[University of Melbourne]] ([[Bachelor of Arts|BA]], [[Bachelor of Laws|LLB]])}}",{{ubl|[[Mitcham Primary School|Mitcham School]]|[[Unley High School]]}},{{plainlist|,2,4,1961.0,1860.5845620121422,60.200710479573715,2.378330373001776,0,2
1674,1674,Kamala Harris,{{birth date and age|1964|10|20}},"[[Oakland, California]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",{{hlist|Politician|lawyer}},}},[[King's College London]],"{{unbulleted list|[[Howard University]] ([[Bachelor of Arts|BA]])|[[University of California College of the Law, San Francisco|University of California, Hastings]] ([[Juris Doctor|JD]])}}","{{marriage|[[Doug Emhoff]]|August 22, 2014}}",2,4,1964.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,2
1675,1675,Michelle Obama,{{birth date and age|1964|1|17}},"Chicago, Illinois, U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />","{{marriage|[[Barack Obama]]|October 3, 1992}}",{{flatlist| * [[Malia Obama|Malia]] * [[Sasha Obama|Sasha]] }},0,1964.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1676,1676,Elizabeth Warren,{{birth date and age|1949|6|22}},"[[Oklahoma City]], Oklahoma, U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],[[George Washington University]]<br>[[University of Houston]] ([[Bachelor of Science|BS]])<br>[[Rutgers University]] ([[Juris Doctor|JD]]),"{{ubl |{{marriage|Jim Warren|1968|1978|end=div}} |{{marriage|[[Bruce H. Mann]]|July 12, 1980}}}}","2, including [[Amelia Warren Tyagi|Amelia]]",0,1949.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1677,1677,Hillary Clinton,{{birth date and age|1947|10|26}},"[[Chicago]], [[Illinois]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,[[List of honors and awards received by Hillary Clinton|Full list]],[[King's College London]],[[Wellesley College]] ([[Bachelor of Arts|BA]])<br>[[Yale University]] ([[Juris Doctor|JD]]),"{{marriage|[[Bill Clinton]]|October 11, 1975}}",[[Chelsea Clinton]],0,1947.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1678,1678,Nancy Pelosi,{{Birth date and age|1984|10|18}},"Paris, France",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1984.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1679,1679,Condoleezza Rice,{{birth date and age|1954|11|14}},"[[Birmingham, Alabama]], U.S.",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[University of Denver]] ([[Bachelor of Arts|BA]], [[Doctor of Philosophy|PhD]])<br>[[University of Notre Dame]] ([[Master of Arts|MA]])",{{plainlist|,2,0,1954.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1680,1680,Sonia Gandhi,{{birth date and age|1946|12|09|df=yes}},"[[Lusiana]], Italy",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,0,1946.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1681,1681,Sheikh Hasina,{{birth date and age|1947|9|28|df=y}},"[[Tungipara Upazila|Tungipara]], [[East Bengal]], Dominion of Pakistan",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,[[Sheikh Hasina#Honours and awards|Full list]],{{ubl|[[Eden Mohila College]]|[[University of Dhaka]]}},"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[M. A. Wazed Miah]]|1968|2009|end=died}},{{Hlist|[[Sajeeb Wazed|Sajeeb]]|[[Saima Wazed|Saima]]}},0,1947.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,1
1682,1682,Pratibha Patil,{{birth date and age|1934|12|19|df=yes}},"[[Nadgaon]], [[Bombay Presidency]], British&nbsp;India {{awrap|(present{{endash}}day Maharashtra, India)}}",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,}},[[King's College London]],"{{ubl|[[Savitribai Phule Pune University|University of Poona]] ([[Bachelor of Arts|BA]], [[Master of Arts|MA]])| [[Government Law College, Mumbai]], [[University of Mumbai]] ([[LLB]])}}",{{marriage|[[Devisingh Ransingh Shekhawat]]|1965|24 February 2023|reason=died}},2,0,1934.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1683,1683,Ellen Johnson Sirleaf,{{birth date and age|df=y|1938|10|29}},"[[Monrovia]], Liberia",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,[[Nobel Peace Prize]] ([[2011 Nobel Peace Prize|2011]]),[[King's College London]],"{{ubl|[[Madison Business College]] ([[associate degree|AA]])|[[University of Colorado, Boulder]] ([[Bachelor of Arts|BA]])|[[Harvard University]] ([[Master of Public Administration|MPA]])}}",{{marriage|James Sirleaf|1956|1961|end=div}},4,0,1938.0,1860.5845620121422,60.200710479573715,2.378330373001776,4,1
1684,1684,Rigoberta Menchú,{{Birth date and age|1959|1|9|df=y}},"[[Laj Chimel]], [[Quiché Department|Quiché]], Guatemala",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France","Activist, politician",[[Nobel Peace Prize]] in 1992<br />[[Prince of Asturias Awards]] in 1998<br />[[Order of the Aztec Eagle]] in 2010 }},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{Marriage|Ángel Canil|1995}},2 (1 deceased),4,1959.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,2
1685,1685,Leymah Gbowee <!-- do not add image icons such as Nobel Peace Prize; see [[WP:ICON]] -->,{{Birth date and age|df=yes|1972|02|01}},Central [[Liberia]],<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",[[Peace activist]],[[Nobel Peace Prize]] ([[2011 Nobel Peace Prize|2011]]) }},[[King's College London]],"AA degree in social work, Mother Patern College of Health Sciences, Monrovia, Liberia; MA in conflict transformation, [[Eastern Mennonite University]], Harrisonburg, Virginia, USA",{{plainlist|,2,3,1972.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,2
1686,1686,Leyla Zana,{{Birth date and age|1961|5|3|df=yes}},"[[Silvan, Turkey|Silvan]], [[Diyarbakır Province|Diyarbakır]], Turkey",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Peace activist,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|[[Mehdi Zana]]|1975}},2,3,1961.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,2
1687,1687,Tawakkol Karman,{{Birth date and age|1979|02|07|df=yes}},"[[Taiz Governorate]], [[Yemen Arab Republic]]",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Journalist<br>Politician<br>Human rights activist<br>Revolutionary,[[Nobel Peace Prize]] ([[2011 Nobel Peace Prize|2011]]),[[University of Massachusetts Lowell]]<ref>{{cite web|title=Tawakkol Karman|url=https://www.uml.edu/commencement/tawakkol-karman.aspx|publisher=University of Massachusetts Lowell|accessdate=27 October 2023}}</ref><br>[[Sanaa University]] }},"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",Mohammed Al-Nehmi,4,3,1979.0,1860.5845620121422,60.200710479573715,2.378330373001776,3,2
1688,1688,Nadia Murad,{{birth date and age|1993|03|10|df=y}}<ref>{{cite web|url=https://www.instagram.com/p/Ca7cWA3MCk-/|title=Nadia Murad on Instagram|date=10 March 2022|website=Instagram|access-date=23 April 2022}}</ref>,"[[Kocho, Iraq|Kocho]], [[Sinjar District]], Iraq",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Composer,{{Collapsible list,[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{marriage|Abid Shamdeen|2018}},2,0,1993.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,0
1689,1689,Malalai Joya,{{Birth date and age|df=yes|1978|4|25}},"[[Farah Province]], [[Republic of Afghanistan (1973—1978)|Republic of Afghanistan]]",<!-- {{Death date and age|YYYY|MM|DD|YYYY|MM|DD}} (death date then birth date) -->,"Paris, France",Former politician and author.,}},[[King's College London]],"[[Visva-Bharati University]] (dropped out)<ref name=""degree"" /> <br /> [[Somerville College, Oxford]] (dropped out)<ref name=""degree"" />",{{plainlist|,2,4,1978.0,1860.5845620121422,60.200710479573715,2.378330373001776,1,2
